GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0005615	extracellular space	1.52886479056282e-20	3.08662512566728e-16	1364	35	ENSG00000127129, ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000171951, ENSG00000163661, ENSG00000138675, ENSG00000118785, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000128606, ENSG00000128510, ENSG00000137573, ENSG00000104368, ENSG00000156466, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000137033, ENSG00000122861, ENSG00000139329, ENSG00000133110, ENSG00000185559, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000108691, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0030198	extracellular matrix organization	1.504885683733e-19	1.08258831290294e-15	419	24	ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000144810, ENSG00000118785, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000112280, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000077943, ENSG00000196611, ENSG00000139329, ENSG00000133110, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000100311
GO:0043062	extracellular structure organization	1.60868043920394e-19	1.08258831290294e-15	420	24	ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000144810, ENSG00000118785, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000112280, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000077943, ENSG00000196611, ENSG00000139329, ENSG00000133110, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000100311
GO:0044421	extracellular region part	5.04085434320864e-19	2.54424520837598e-15	3871	53	ENSG00000127129, ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000163661, ENSG00000198829, ENSG00000138675, ENSG00000118785, ENSG00000113361, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000112280, ENSG00000135318, ENSG00000178033, ENSG00000186340, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000128606, ENSG00000128510, ENSG00000137573, ENSG00000104368, ENSG00000156466, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000137033, ENSG00000095303, ENSG00000101825, ENSG00000122861, ENSG00000196611, ENSG00000154096, ENSG00000111348, ENSG00000135480, ENSG00000139329, ENSG00000133110, ENSG00000185559, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000108691, ENSG00000041353, ENSG00000011422, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0005576	extracellular region	1.39625425834352e-17	5.63779544433946e-14	4610	55	ENSG00000127129, ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000163661, ENSG00000198829, ENSG00000138675, ENSG00000118785, ENSG00000113361, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000112280, ENSG00000135318, ENSG00000178033, ENSG00000186340, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000128606, ENSG00000128510, ENSG00000137573, ENSG00000104368, ENSG00000156466, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000137033, ENSG00000095303, ENSG00000101825, ENSG00000148848, ENSG00000122861, ENSG00000196611, ENSG00000154096, ENSG00000139278, ENSG00000111348, ENSG00000135480, ENSG00000139329, ENSG00000133110, ENSG00000185559, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000108691, ENSG00000041353, ENSG00000011422, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0001568	blood vessel development	1.02123000202646e-14	3.34640303571586e-11	556	22	ENSG00000171951, ENSG00000144810, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000186340, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000204291, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000184557, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0031012	extracellular matrix	1.1602764500476e-14	3.34640303571586e-11	428	20	ENSG00000115380, ENSG00000163359, ENSG00000144810, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000112280, ENSG00000186340, ENSG00000164692, ENSG00000106366, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000196611, ENSG00000139329, ENSG00000133110, ENSG00000166147, ENSG00000137801, ENSG00000167772
GO:0001944	vasculature development	2.1026323696894e-14	5.30625561395742e-11	578	22	ENSG00000171951, ENSG00000144810, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000186340, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000204291, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000184557, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0005578	proteinaceous extracellular matrix	2.16788121677121e-13	4.86303932059934e-10	365	18	ENSG00000115380, ENSG00000163359, ENSG00000144810, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000112280, ENSG00000186340, ENSG00000164692, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000196611, ENSG00000139329, ENSG00000133110, ENSG00000166147, ENSG00000167772
GO:0072358	cardiovascular system development	4.2903010529672e-13	7.62446875040449e-10	904	25	ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000186340, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000204291, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000092054, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000184557, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0072359	circulatory system development	4.2903010529672e-13	7.62446875040449e-10	904	25	ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000186340, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000204291, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000092054, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000184557, ENSG00000167772, ENSG00000124212, ENSG00000100311
GO:0048731	system development	4.53185521842855e-13	7.62446875040449e-10	4377	51	ENSG00000127129, ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000163581, ENSG00000138675, ENSG00000118785, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000112280, ENSG00000135318, ENSG00000186340, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000128606, ENSG00000137573, ENSG00000156466, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000136869, ENSG00000077943, ENSG00000122861, ENSG00000165887, ENSG00000135363, ENSG00000154096, ENSG00000127329, ENSG00000139329, ENSG00000133110, ENSG00000021645, ENSG00000092054, ENSG00000185559, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000175832, ENSG00000184557, ENSG00000167772, ENSG00000130477, ENSG00000124212, ENSG00000100311
GO:0001525	angiogenesis	5.19996057277035e-13	8.07553876951235e-10	412	18	ENSG00000171951, ENSG00000144810, ENSG00000120708, ENSG00000078401, ENSG00000186340, ENSG00000106366, ENSG00000137573, ENSG00000204291, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000167772, ENSG00000124212
GO:0048514	blood vessel morphogenesis	1.14919873715957e-11	1.65268604731321e-08	490	18	ENSG00000171951, ENSG00000144810, ENSG00000120708, ENSG00000078401, ENSG00000186340, ENSG00000106366, ENSG00000137573, ENSG00000204291, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000167772, ENSG00000124212
GO:0007275	multicellular organismal development	1.22791077862689e-11	1.65268604731321e-08	4946	52	ENSG00000127129, ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000163581, ENSG00000138675, ENSG00000118785, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000112280, ENSG00000135318, ENSG00000186340, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000128606, ENSG00000137573, ENSG00000156466, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000136869, ENSG00000077943, ENSG00000122861, ENSG00000165887, ENSG00000135363, ENSG00000154096, ENSG00000111348, ENSG00000127329, ENSG00000139329, ENSG00000133110, ENSG00000021645, ENSG00000092054, ENSG00000185559, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000175832, ENSG00000184557, ENSG00000167772, ENSG00000130477, ENSG00000124212, ENSG00000100311
GO:0009653	anatomical structure morphogenesis	1.9408622059962e-11	2.44900419230358e-08	2788	39	ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000138675, ENSG00000118785, ENSG00000213949, ENSG00000120708, ENSG00000078401, ENSG00000112280, ENSG00000186340, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000137573, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000077943, ENSG00000148848, ENSG00000122861, ENSG00000154096, ENSG00000127329, ENSG00000021645, ENSG00000092054, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000175832, ENSG00000184557, ENSG00000167772, ENSG00000130477, ENSG00000124212, ENSG00000100311
GO:0044707	single-multicellular organism process	2.31136759478348e-11	2.74495296300492e-08	6925	60	ENSG00000127129, ENSG00000143632, ENSG00000115380, ENSG00000163359, ENSG00000115232, ENSG00000171951, ENSG00000144810, ENSG00000163581, ENSG00000138675, ENSG00000118785, ENSG00000213949, ENSG00000145681, ENSG00000120708, ENSG00000113083, ENSG00000078401, ENSG00000112280, ENSG00000135318, ENSG00000186340, ENSG00000122641, ENSG00000164692, ENSG00000106366, ENSG00000128606, ENSG00000137573, ENSG00000104368, ENSG00000156466, ENSG00000164932, ENSG00000164761, ENSG00000204291, ENSG00000041982, ENSG00000137033, ENSG00000136869, ENSG00000095303, ENSG00000077943, ENSG00000169129, ENSG00000122861, ENSG00000165887, ENSG00000135363, ENSG00000196611, ENSG00000170290, ENSG00000154096, ENSG00000111348, ENSG00000127329, ENSG00000139329, ENSG00000133110, ENSG00000021645, ENSG00000092054, ENSG00000185559, ENSG00000166147, ENSG00000166923, ENSG00000137801, ENSG00000006327, ENSG00000108691, ENSG00000175832, ENSG00000184557, ENSG00000011422, ENSG00000167772, ENSG00000130477, ENSG00000105048, ENSG00000124212, ENSG00000100311
GO:1903035	negative regulation of response to wounding	2.85745535006545e-11	3.2049536701373e-08	159	11	ENSG00000118785, ENSG00000078401, ENSG00000135318, ENSG00000106366, ENSG00000104368, ENSG00000122861, ENSG00000137801, ENSG00000184557, ENSG00000011422, ENSG00000124212, ENSG00000100311
