GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0042254	ribosome biogenesis	2.69586746636532e-11	5.44268682784494e-07	235	30	ENSG00000065183, ENSG00000117395, ENSG00000119285, ENSG00000134697, ENSG00000117481, ENSG00000143319, ENSG00000117597, ENSG00000136718, ENSG00000114767, ENSG00000163938, ENSG00000170854, ENSG00000109534, ENSG00000181163, ENSG00000204590, ENSG00000227057, ENSG00000197498, ENSG00000179041, ENSG00000164934, ENSG00000120158, ENSG00000165271, ENSG00000165732, ENSG00000107833, ENSG00000173113, ENSG00000184967, ENSG00000137876, ENSG00000141101, ENSG00000108651, ENSG00000073536, ENSG00000077348, ENSG00000100029
GO:0030968	endoplasmic reticulum unfolded protein response	8.52314330494768e-11	6.63444049434435e-07	134	24	ENSG00000158615, ENSG00000162772, ENSG00000198380, ENSG00000071051, ENSG00000134109, ENSG00000058262, ENSG00000144867, ENSG00000120742, ENSG00000025796, ENSG00000044090, ENSG00000128590, ENSG00000044574, ENSG00000184205, ENSG00000157613, ENSG00000174851, ENSG00000149428, ENSG00000182934, ENSG00000159461, ENSG00000090861, ENSG00000178607, ENSG00000087074, ENSG00000128228, ENSG00000099958, ENSG00000100219
GO:0034660	ncRNA metabolic process	1.25580778238769e-10	6.63444049434435e-07	438	43	ENSG00000065183, ENSG00000136628, ENSG00000198860, ENSG00000119285, ENSG00000134684, ENSG00000117481, ENSG00000182134, ENSG00000117597, ENSG00000162971, ENSG00000155438, ENSG00000136718, ENSG00000178149, ENSG00000114767, ENSG00000109534, ENSG00000113407, ENSG00000135297, ENSG00000124787, ENSG00000124802, ENSG00000204394, ENSG00000227057, ENSG00000197498, ENSG00000179041, ENSG00000164934, ENSG00000120158, ENSG00000196305, ENSG00000165271, ENSG00000165732, ENSG00000107833, ENSG00000173113, ENSG00000137760, ENSG00000166986, ENSG00000037897, ENSG00000177192, ENSG00000184967, ENSG00000166166, ENSG00000141101, ENSG00000090861, ENSG00000174177, ENSG00000108651, ENSG00000104907, ENSG00000077348, ENSG00000160193, ENSG00000100029
GO:0034620	cellular response to unfolded protein	1.31446639146948e-10	6.63444049434435e-07	137	24	ENSG00000158615, ENSG00000162772, ENSG00000198380, ENSG00000071051, ENSG00000134109, ENSG00000058262, ENSG00000144867, ENSG00000120742, ENSG00000025796, ENSG00000044090, ENSG00000128590, ENSG00000044574, ENSG00000184205, ENSG00000157613, ENSG00000174851, ENSG00000149428, ENSG00000182934, ENSG00000159461, ENSG00000090861, ENSG00000178607, ENSG00000087074, ENSG00000128228, ENSG00000099958, ENSG00000100219
GO:0005730	nucleolus	2.24317634024287e-10	9.05749742663265e-07	837	67	ENSG00000065183, ENSG00000117395, ENSG00000143256, ENSG00000198860, ENSG00000119285, ENSG00000134697, ENSG00000163156, ENSG00000143319, ENSG00000117597, ENSG00000162772, ENSG00000143498, ENSG00000163811, ENSG00000042493, ENSG00000155438, ENSG00000136718, ENSG00000150995, ENSG00000114767, ENSG00000163938, ENSG00000170854, ENSG00000174780, ENSG00000109534, ENSG00000145555, ENSG00000113013, ENSG00000181163, ENSG00000112159, ENSG00000124787, ENSG00000066379, ENSG00000227057, ENSG00000197498, ENSG00000128590, ENSG00000187735, ENSG00000179041, ENSG00000164934, ENSG00000136997, ENSG00000080608, ENSG00000120158, ENSG00000196781, ENSG00000165271, ENSG00000184205, ENSG00000165732, ENSG00000052749, ENSG00000107833, ENSG00000109917, ENSG00000110104, ENSG00000133316, ENSG00000135679, ENSG00000078246, ENSG00000037897, ENSG00000177192, ENSG00000184967, ENSG00000102572, ENSG00000137876, ENSG00000181026, ENSG00000103257, ENSG00000132382, ENSG00000141456, ENSG00000070495, ENSG00000055483, ENSG00000005100, ENSG00000108651, ENSG00000073536, ENSG00000141384, ENSG00000077348, ENSG00000171552, ENSG00000125812, ENSG00000142207, ENSG00000100029
GO:0034470	ncRNA processing	2.74135565928947e-10	9.22420490089917e-07	289	33	ENSG00000065183, ENSG00000198860, ENSG00000119285, ENSG00000117481, ENSG00000117597, ENSG00000162971, ENSG00000136718, ENSG00000114767, ENSG00000109534, ENSG00000135297, ENSG00000124787, ENSG00000227057, ENSG00000197498, ENSG00000179041, ENSG00000164934, ENSG00000120158, ENSG00000165271, ENSG00000165732, ENSG00000107833, ENSG00000173113, ENSG00000137760, ENSG00000037897, ENSG00000177192, ENSG00000184967, ENSG00000166166, ENSG00000141101, ENSG00000090861, ENSG00000174177, ENSG00000108651, ENSG00000104907, ENSG00000077348, ENSG00000160193, ENSG00000100029
GO:0035967	cellular response to topologically incorrect protein	5.8696568094053e-10	1.69289287607262e-06	152	24	ENSG00000158615, ENSG00000162772, ENSG00000198380, ENSG00000071051, ENSG00000134109, ENSG00000058262, ENSG00000144867, ENSG00000120742, ENSG00000025796, ENSG00000044090, ENSG00000128590, ENSG00000044574, ENSG00000184205, ENSG00000157613, ENSG00000174851, ENSG00000149428, ENSG00000182934, ENSG00000159461, ENSG00000090861, ENSG00000178607, ENSG00000087074, ENSG00000128228, ENSG00000099958, ENSG00000100219
GO:0022613	ribonucleoprotein complex biogenesis	1.53787633325813e-09	3.88102316151854e-06	379	37	ENSG00000065183, ENSG00000117395, ENSG00000119285, ENSG00000134697, ENSG00000117481, ENSG00000143319, ENSG00000117597, ENSG00000136718, ENSG00000114767, ENSG00000163938, ENSG00000170854, ENSG00000109534, ENSG00000181163, ENSG00000204590, ENSG00000227057, ENSG00000154548, ENSG00000197498, ENSG00000179041, ENSG00000164934, ENSG00000120158, ENSG00000165271, ENSG00000169249, ENSG00000165732, ENSG00000107833, ENSG00000166889, ENSG00000173113, ENSG00000075856, ENSG00000184967, ENSG00000137876, ENSG00000168488, ENSG00000087263, ENSG00000140830, ENSG00000141101, ENSG00000108651, ENSG00000073536, ENSG00000077348, ENSG00000100029
GO:0016072	rRNA metabolic process	2.2682160728493e-09	5.08811269941717e-06	158	22	ENSG00000065183, ENSG00000119285, ENSG00000117481, ENSG00000117597, ENSG00000155438, ENSG00000136718, ENSG00000114767, ENSG00000109534, ENSG00000227057, ENSG00000197498, ENSG00000179041, ENSG00000164934, ENSG00000120158, ENSG00000165271, ENSG00000165732, ENSG00000107833, ENSG00000173113, ENSG00000184967, ENSG00000141101, ENSG00000108651, ENSG00000077348, ENSG00000100029
GO:0006986	response to unfolded protein	4.06560448983717e-09	8.20804890453226e-06	178	25	ENSG00000158615, ENSG00000162772, ENSG00000198380, ENSG00000071051, ENSG00000134109, ENSG00000058262, ENSG00000144867, ENSG00000120742, ENSG00000164070, ENSG00000025796, ENSG00000044090, ENSG00000128590, ENSG00000044574, ENSG00000184205, ENSG00000157613, ENSG00000174851, ENSG00000149428, ENSG00000182934, ENSG00000159461, ENSG00000090861, ENSG00000178607, ENSG00000087074, ENSG00000128228, ENSG00000099958, ENSG00000100219
