GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0016020	membrane	9.71960129268535e-08	0.00196229030498025	9119	209	ENSG00000142949, ENSG00000180758, ENSG00000157193, ENSG00000143036, ENSG00000116396, ENSG00000132718, ENSG00000116285, ENSG00000116661, ENSG00000162496, ENSG00000171729, ENSG00000182749, ENSG00000162512, ENSG00000168528, ENSG00000185090, ENSG00000171793, ENSG00000117385, ENSG00000159164, ENSG00000018625, ENSG00000117152, ENSG00000082512, ENSG00000228106, ENSG00000119777, ENSG00000074047, ENSG00000187699, ENSG00000159399, ENSG00000172071, ENSG00000115226, ENSG00000198369, ENSG00000158158, ENSG00000115107, ENSG00000163072, ENSG00000144580, ENSG00000115657, ENSG00000135919, ENSG00000176720, ENSG00000153551, ENSG00000131378, ENSG00000136068, ENSG00000065485, ENSG00000074416, ENSG00000144959, ENSG00000058866, ENSG00000163975, ENSG00000088726, ENSG00000170876, ENSG00000008300, ENSG00000184307, ENSG00000145194, ENSG00000133657, ENSG00000145014, ENSG00000072274, ENSG00000091490, ENSG00000121207, ENSG00000068078, ENSG00000128050, ENSG00000113645, ENSG00000164175, ENSG00000173926, ENSG00000158458, ENSG00000120306, ENSG00000172548, ENSG00000198780, ENSG00000132563, ENSG00000164620, ENSG00000171992, ENSG00000169220, ENSG00000183258, ENSG00000145911, ENSG00000096060, ENSG00000124507, ENSG00000164465, ENSG00000112414, ENSG00000112541, ENSG00000204592, ENSG00000234745, ENSG00000112715, ENSG00000086300, ENSG00000164855, ENSG00000213420, ENSG00000164867, ENSG00000003987, ENSG00000175445, ENSG00000165046, ENSG00000148082, ENSG00000164976, ENSG00000122756, ENSG00000106948, ENSG00000106976, ENSG00000167114, ENSG00000130707, ENSG00000130558, ENSG00000188158, ENSG00000171365, ENSG00000133135, ENSG00000126016, ENSG00000125675, ENSG00000130054, ENSG00000126953, ENSG00000198753, ENSG00000165449, ENSG00000059573, ENSG00000155629, ENSG00000026025, ENSG00000099282, ENSG00000148798, ENSG00000149084, ENSG00000110660, ENSG00000182272, ENSG00000177542, ENSG00000110628, ENSG00000158042, ENSG00000149115, ENSG00000006118, ENSG00000221968, ENSG00000149782, ENSG00000168071, ENSG00000174996, ENSG00000110719, ENSG00000171067, ENSG00000054967, ENSG00000149257, ENSG00000149218, ENSG00000123358, ENSG00000161791, ENSG00000050405, ENSG00000139629, ENSG00000166598, ENSG00000010278, ENSG00000139211, ENSG00000174233, ENSG00000139641, ENSG00000049130, ENSG00000139725, ENSG00000186469, ENSG00000133985, ENSG00000248905, ENSG00000185634, ENSG00000074621, ENSG00000138623, ENSG00000140575, ENSG00000137868, ENSG00000173546, ENSG00000131871, ENSG00000121281, ENSG00000170537, ENSG00000140848, ENSG00000103047, ENSG00000162004, ENSG00000127561, ENSG00000167964, ENSG00000156968, ENSG00000077238, ENSG00000174939, ENSG00000099377, ENSG00000099365, ENSG00000237172, ENSG00000135723, ENSG00000102967, ENSG00000166558, ENSG00000170425, ENSG00000141756, ENSG00000141480, ENSG00000170175, ENSG00000161960, ENSG00000125430, ENSG00000187688, ENSG00000142494, ENSG00000108797, ENSG00000108830, ENSG00000184988, ENSG00000175906, ENSG00000239672, ENSG00000108932, ENSG00000176170, ENSG00000169750, ENSG00000170579, ENSG00000168461, ENSG00000134769, ENSG00000081923, ENSG00000089327, ENSG00000024422, ENSG00000095066, ENSG00000105613, ENSG00000105639, ENSG00000167578, ENSG00000130529, ENSG00000080031, ENSG00000099625, ENSG00000115255, ENSG00000167680, ENSG00000090339, ENSG00000105376, ENSG00000076662, ENSG00000074181, ENSG00000105649, ENSG00000105711, ENSG00000105707, ENSG00000142046, ENSG00000105409, ENSG00000079435, ENSG00000073008, ENSG00000197496, ENSG00000196562, ENSG00000125845, ENSG00000125844, ENSG00000160179, ENSG00000160191, ENSG00000128283, ENSG00000100347
GO:0005783	endoplasmic reticulum	1.14198419370467e-06	0.0115277594433518	1715	58	ENSG00000116661, ENSG00000162496, ENSG00000117385, ENSG00000159164, ENSG00000119777, ENSG00000172071, ENSG00000078018, ENSG00000115226, ENSG00000115657, ENSG00000176720, ENSG00000065485, ENSG00000074416, ENSG00000144959, ENSG00000170876, ENSG00000145050, ENSG00000184307, ENSG00000121207, ENSG00000068078, ENSG00000072682, ENSG00000113739, ENSG00000132563, ENSG00000183258, ENSG00000096060, ENSG00000204592, ENSG00000234745, ENSG00000086300, ENSG00000213420, ENSG00000187955, ENSG00000130635, ENSG00000167114, ENSG00000130707, ENSG00000130558, ENSG00000133135, ENSG00000149084, ENSG00000006118, ENSG00000221968, ENSG00000149257, ENSG00000110811, ENSG00000166598, ENSG00000139641, ENSG00000133985, ENSG00000131871, ENSG00000162004, ENSG00000099377, ENSG00000141756, ENSG00000081923, ENSG00000130529, ENSG00000115255, ENSG00000074181, ENSG00000105707, ENSG00000105409, ENSG00000142552, ENSG00000196562, ENSG00000125844, ENSG00000160179, ENSG00000160191, ENSG00000100379, ENSG00000184164
GO:0044425	membrane part	5.044091931947e-06	0.0303963661516649	6751	158	ENSG00000142949, ENSG00000180758, ENSG00000157193, ENSG00000143036, ENSG00000116396, ENSG00000132718, ENSG00000116285, ENSG00000162496, ENSG00000171729, ENSG00000182749, ENSG00000162512, ENSG00000168528, ENSG00000185090, ENSG00000159164, ENSG00000018625, ENSG00000082512, ENSG00000228106, ENSG00000119777, ENSG00000172071, ENSG00000115226, ENSG00000158158, ENSG00000115107, ENSG00000115657, ENSG00000135919, ENSG00000176720, ENSG00000153551, ENSG00000131378, ENSG00000136068, ENSG00000065485, ENSG00000074416, ENSG00000144959, ENSG00000163975, ENSG00000088726, ENSG00000170876, ENSG00000008300, ENSG00000184307, ENSG00000145194, ENSG00000133657, ENSG00000145014, ENSG00000072274, ENSG00000091490, ENSG00000121207, ENSG00000068078, ENSG00000113645, ENSG00000164175, ENSG00000173926, ENSG00000158458, ENSG00000120306, ENSG00000172548, ENSG00000132563, ENSG00000164620, ENSG00000171992, ENSG00000169220, ENSG00000096060, ENSG00000124507, ENSG00000164465, ENSG00000112414, ENSG00000204592, ENSG00000234745, ENSG00000086300, ENSG00000164855, ENSG00000213420, ENSG00000164867, ENSG00000175445, ENSG00000165046, ENSG00000164976, ENSG00000122756, ENSG00000106976, ENSG00000167114, ENSG00000130558, ENSG00000188158, ENSG00000171365, ENSG00000133135, ENSG00000126016, ENSG00000125675, ENSG00000130054, ENSG00000198753, ENSG00000165449, ENSG00000099282, ENSG00000149084, ENSG00000110660, ENSG00000182272, ENSG00000177542, ENSG00000110628, ENSG00000006118, ENSG00000221968, ENSG00000110719, ENSG00000171067, ENSG00000054967, ENSG00000149257, ENSG00000139629, ENSG00000166598, ENSG00000010278, ENSG00000139211, ENSG00000174233, ENSG00000139641, ENSG00000049130, ENSG00000186469, ENSG00000133985, ENSG00000185634, ENSG00000074621, ENSG00000138623, ENSG00000140575, ENSG00000137868, ENSG00000173546, ENSG00000131871, ENSG00000121281, ENSG00000170537, ENSG00000103047, ENSG00000127561, ENSG00000167964, ENSG00000156968, ENSG00000077238, ENSG00000174939, ENSG00000099377, ENSG00000099365, ENSG00000237172, ENSG00000102967, ENSG00000166558, ENSG00000170425, ENSG00000141756, ENSG00000141480, ENSG00000170175, ENSG00000125430, ENSG00000187688, ENSG00000142494, ENSG00000108797, ENSG00000184988, ENSG00000239672, ENSG00000108932, ENSG00000170579, ENSG00000134769, ENSG00000081923, ENSG00000089327, ENSG00000024422, ENSG00000095066, ENSG00000105639, ENSG00000130529, ENSG00000080031, ENSG00000099625, ENSG00000115255, ENSG00000167680, ENSG00000090339, ENSG00000105376, ENSG00000076662, ENSG00000074181, ENSG00000105711, ENSG00000105707, ENSG00000142046, ENSG00000105409, ENSG00000079435, ENSG00000073008, ENSG00000197496, ENSG00000125845, ENSG00000125844, ENSG00000160179, ENSG00000160191, ENSG00000100347
GO:0060426	lung vasculature development	7.79157144872714e-06	0.0303963661516649	8	4	ENSG00000116285, ENSG00000137868, ENSG00000125968, ENSG00000128342
GO:0050793	regulation of developmental process	8.82755942134676e-06	0.0303963661516649	2125	69	ENSG00000142949, ENSG00000153904, ENSG00000117676, ENSG00000157193, ENSG00000143842, ENSG00000116285, ENSG00000143369, ENSG00000154429, ENSG00000074047, ENSG00000172071, ENSG00000135919, ENSG00000132326, ENSG00000163975, ENSG00000134072, ENSG00000213672, ENSG00000244405, ENSG00000068078, ENSG00000151014, ENSG00000113645, ENSG00000174705, ENSG00000113739, ENSG00000113578, ENSG00000156427, ENSG00000169220, ENSG00000124507, ENSG00000234745, ENSG00000112715, ENSG00000164867, ENSG00000175445, ENSG00000187955, ENSG00000164683, ENSG00000130635, ENSG00000130558, ENSG00000126016, ENSG00000026025, ENSG00000148803, ENSG00000154127, ENSG00000068971, ENSG00000161791, ENSG00000123095, ENSG00000139211, ENSG00000174233, ENSG00000049130, ENSG00000132970, ENSG00000198805, ENSG00000100968, ENSG00000138623, ENSG00000077238, ENSG00000102967, ENSG00000187688, ENSG00000108830, ENSG00000239672, ENSG00000176170, ENSG00000169750, ENSG00000024422, ENSG00000105639, ENSG00000104953, ENSG00000090339, ENSG00000074181, ENSG00000105711, ENSG00000105707, ENSG00000125845, ENSG00000125968, ENSG00000160179, ENSG00000128342, ENSG00000100379, ENSG00000128283, ENSG00000185022, ENSG00000185386
GO:0051239	regulation of multicellular organismal process	9.03354286542124e-06	0.0303963661516649	2531	77	ENSG00000142949, ENSG00000153904, ENSG00000157193, ENSG00000143842, ENSG00000116285, ENSG00000162496, ENSG00000117385, ENSG00000143369, ENSG00000018625, ENSG00000154429, ENSG00000074047, ENSG00000172071, ENSG00000135919, ENSG00000132326, ENSG00000074416, ENSG00000134072, ENSG00000213672, ENSG00000244405, ENSG00000072274, ENSG00000068078, ENSG00000151014, ENSG00000113645, ENSG00000113356, ENSG00000113739, ENSG00000113578, ENSG00000156427, ENSG00000169220, ENSG00000183258, ENSG00000124507, ENSG00000112343, ENSG00000204592, ENSG00000234745, ENSG00000112715, ENSG00000164867, ENSG00000187955, ENSG00000164683, ENSG00000130635, ENSG00000130558, ENSG00000133135, ENSG00000126016, ENSG00000026025, ENSG00000148803, ENSG00000154127, ENSG00000068971, ENSG00000139211, ENSG00000174233, ENSG00000049130, ENSG00000132970, ENSG00000198805, ENSG00000100968, ENSG00000138623, ENSG00000140575, ENSG00000131871, ENSG00000077238, ENSG00000140853, ENSG00000170425, ENSG00000141480, ENSG00000187688, ENSG00000108830, ENSG00000239672, ENSG00000176170, ENSG00000169750, ENSG00000105639, ENSG00000130529, ENSG00000104953, ENSG00000090339, ENSG00000074181, ENSG00000105711, ENSG00000105707, ENSG00000105409, ENSG00000196562, ENSG00000125845, ENSG00000125968, ENSG00000160191, ENSG00000128342, ENSG00000185022, ENSG00000185386
GO:0045664	regulation of neuron differentiation	1.11920179202019e-05	0.0322793785415651	482	26	ENSG00000142949, ENSG00000157193, ENSG00000074047, ENSG00000135919, ENSG00000134072, ENSG00000213672, ENSG00000244405, ENSG00000124507, ENSG00000112715, ENSG00000130558, ENSG00000026025, ENSG00000148803, ENSG00000068971, ENSG00000174233, ENSG00000100968, ENSG00000138623, ENSG00000187688, ENSG00000108830, ENSG00000239672, ENSG00000169750, ENSG00000104953, ENSG00000074181, ENSG00000105711, ENSG00000125845, ENSG00000125968, ENSG00000128342
GO:0012505	endomembrane system	1.38499361430851e-05	0.034063081594808	3813	103	ENSG00000116661, ENSG00000162496, ENSG00000162512, ENSG00000185090, ENSG00000117385, ENSG00000173846, ENSG00000159164, ENSG00000018625, ENSG00000119777, ENSG00000172071, ENSG00000078018, ENSG00000115226, ENSG00000198369, ENSG00000115107, ENSG00000115657, ENSG00000135919, ENSG00000176720, ENSG00000131378, ENSG00000065485, ENSG00000074416, ENSG00000144959, ENSG00000134107, ENSG00000170876, ENSG00000145050, ENSG00000184307, ENSG00000180834, ENSG00000145194, ENSG00000072274, ENSG00000121207, ENSG00000068078, ENSG00000173926, ENSG00000072682, ENSG00000113739, ENSG00000198780, ENSG00000132563, ENSG00000183258, ENSG00000096060, ENSG00000124507, ENSG00000204592, ENSG00000234745, ENSG00000112715, ENSG00000086300, ENSG00000164855, ENSG00000213420, ENSG00000164867, ENSG00000187955, ENSG00000107249, ENSG00000130635, ENSG00000164976, ENSG00000167114, ENSG00000130707, ENSG00000130558, ENSG00000171365, ENSG00000133135, ENSG00000148798, ENSG00000149084, ENSG00000182272, ENSG00000110628, ENSG00000006118, ENSG00000221968, ENSG00000110719, ENSG00000171067, ENSG00000149257, ENSG00000123358, ENSG00000110811, ENSG00000139629, ENSG00000166598, ENSG00000010278, ENSG00000139641, ENSG00000133985, ENSG00000173546, ENSG00000131871, ENSG00000162004, ENSG00000167964, ENSG00000099377, ENSG00000099365, ENSG00000237172, ENSG00000141756, ENSG00000141480, ENSG00000125430, ENSG00000108830, ENSG00000169750, ENSG00000168461, ENSG00000081923, ENSG00000024422, ENSG00000105639, ENSG00000167578, ENSG00000130529, ENSG00000115255, ENSG00000074181, ENSG00000105649, ENSG00000105707, ENSG00000105409, ENSG00000142552, ENSG00000197496, ENSG00000196562, ENSG00000125844, ENSG00000125968, ENSG00000160179, ENSG00000160191, ENSG00000100379, ENSG00000128283, ENSG00000184164
GO:2000026	regulation of multicellular organismal development	1.51848895117773e-05	0.034063081594808	1576	55	ENSG00000142949, ENSG00000153904, ENSG00000157193, ENSG00000143842, ENSG00000116285, ENSG00000143369, ENSG00000154429, ENSG00000074047, ENSG00000172071, ENSG00000135919, ENSG00000132326, ENSG00000134072, ENSG00000213672, ENSG00000244405, ENSG00000068078, ENSG00000151014, ENSG00000113578, ENSG00000156427, ENSG00000169220, ENSG00000124507, ENSG00000234745, ENSG00000112715, ENSG00000164867, ENSG00000187955, ENSG00000164683, ENSG00000130635, ENSG00000130558, ENSG00000126016, ENSG00000026025, ENSG00000148803, ENSG00000154127, ENSG00000068971, ENSG00000139211, ENSG00000174233, ENSG00000049130, ENSG00000132970, ENSG00000198805, ENSG00000100968, ENSG00000138623, ENSG00000077238, ENSG00000187688, ENSG00000108830, ENSG00000239672, ENSG00000176170, ENSG00000169750, ENSG00000105639, ENSG00000104953, ENSG00000074181, ENSG00000105711, ENSG00000105707, ENSG00000125845, ENSG00000125968, ENSG00000128342, ENSG00000185022, ENSG00000185386
GO:0045595	regulation of cell differentiation	1.86323794702793e-05	0.036041725806668	1486	52	ENSG00000142949, ENSG00000117676, ENSG00000157193, ENSG00000143842, ENSG00000116285, ENSG00000074047, ENSG00000135919, ENSG00000132326, ENSG00000163975, ENSG00000134072, ENSG00000213672, ENSG00000244405, ENSG00000068078, ENSG00000151014, ENSG00000174705, ENSG00000156427, ENSG00000169220, ENSG00000124507, ENSG00000234745, ENSG00000112715, ENSG00000175445, ENSG00000187955, ENSG00000164683, ENSG00000130635, ENSG00000130558, ENSG00000026025, ENSG00000148803, ENSG00000154127, ENSG00000068971, ENSG00000123095, ENSG00000174233, ENSG00000049130, ENSG00000198805, ENSG00000100968, ENSG00000138623, ENSG00000077238, ENSG00000187688, ENSG00000108830, ENSG00000239672, ENSG00000169750, ENSG00000024422, ENSG00000105639, ENSG00000104953, ENSG00000074181, ENSG00000105711, ENSG00000105707, ENSG00000125845, ENSG00000125968, ENSG00000160179, ENSG00000128342, ENSG00000185022, ENSG00000185386
