GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0000278	mitotic cell cycle	6.86797946833559e-22	1.22902108950163e-17	1049	91	ENSG00000077157, ENSG00000121957, ENSG00000123473, ENSG00000134222, ENSG00000132688, ENSG00000120334, ENSG00000076003, ENSG00000124006, ENSG00000163918, ENSG00000164045, ENSG00000113810, ENSG00000174799, ENSG00000164109, ENSG00000112877, ENSG00000133302, ENSG00000123219, ENSG00000146143, ENSG00000112312, ENSG00000197061, ENSG00000196230, ENSG00000031691, ENSG00000112118, ENSG00000155561, ENSG00000049541, ENSG00000106462, ENSG00000146918, ENSG00000006634, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000133739, ENSG00000164949, ENSG00000188312, ENSG00000119397, ENSG00000136824, ENSG00000188229, ENSG00000102384, ENSG00000123572, ENSG00000165996, ENSG00000120539, ENSG00000138346, ENSG00000151503, ENSG00000167325, ENSG00000166483, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000197837, ENSG00000161800, ENSG00000198056, ENSG00000127337, ENSG00000165891, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000151849, ENSG00000133101, ENSG00000136108, ENSG00000136122, ENSG00000100526, ENSG00000126215, ENSG00000103995, ENSG00000137807, ENSG00000128944, ENSG00000174442, ENSG00000166501, ENSG00000079616, ENSG00000091651, ENSG00000181938, ENSG00000168411, ENSG00000166451, ENSG00000167513, ENSG00000176390, ENSG00000131462, ENSG00000176890, ENSG00000131351, ENSG00000105486, ENSG00000062822, ENSG00000108106, ENSG00000080839, ENSG00000149636, ENSG00000101224, ENSG00000132646, ENSG00000125885, ENSG00000101412, ENSG00000087586, ENSG00000159055
GO:0022616	DNA strand elongation	1.21751556738979e-21	1.22902108950163e-17	38	20	ENSG00000118655, ENSG00000076003, ENSG00000163918, ENSG00000146143, ENSG00000112118, ENSG00000049541, ENSG00000166508, ENSG00000104738, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000111445, ENSG00000133119, ENSG00000181938, ENSG00000105486, ENSG00000104889, ENSG00000062822, ENSG00000132646, ENSG00000125885
GO:0006271	DNA strand elongation involved in DNA replication	3.24730977715162e-21	2.1853312363638e-17	35	19	ENSG00000076003, ENSG00000163918, ENSG00000146143, ENSG00000112118, ENSG00000049541, ENSG00000166508, ENSG00000104738, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000111445, ENSG00000133119, ENSG00000181938, ENSG00000105486, ENSG00000104889, ENSG00000062822, ENSG00000132646, ENSG00000125885
GO:0007049	cell cycle	1.79254967127886e-20	9.04744632836225e-17	1748	121	ENSG00000077157, ENSG00000122483, ENSG00000121957, ENSG00000132780, ENSG00000123473, ENSG00000156876, ENSG00000134222, ENSG00000118655, ENSG00000132688, ENSG00000120334, ENSG00000143933, ENSG00000076003, ENSG00000124006, ENSG00000114346, ENSG00000163918, ENSG00000164045, ENSG00000113810, ENSG00000174799, ENSG00000164109, ENSG00000164120, ENSG00000112877, ENSG00000133302, ENSG00000123219, ENSG00000146143, ENSG00000112312, ENSG00000197061, ENSG00000196230, ENSG00000031691, ENSG00000112118, ENSG00000155561, ENSG00000049541, ENSG00000106462, ENSG00000146918, ENSG00000132436, ENSG00000006634, ENSG00000166508, ENSG00000197275, ENSG00000104738, ENSG00000172167, ENSG00000133739, ENSG00000164949, ENSG00000188312, ENSG00000119397, ENSG00000221829, ENSG00000123975, ENSG00000136824, ENSG00000188229, ENSG00000102384, ENSG00000123572, ENSG00000101945, ENSG00000198157, ENSG00000152455, ENSG00000165996, ENSG00000120539, ENSG00000138346, ENSG00000155254, ENSG00000134954, ENSG00000151503, ENSG00000167325, ENSG00000166483, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000213445, ENSG00000188486, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000197837, ENSG00000013573, ENSG00000161800, ENSG00000198056, ENSG00000127337, ENSG00000165891, ENSG00000139354, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000151849, ENSG00000133101, ENSG00000136108, ENSG00000136122, ENSG00000187790, ENSG00000100526, ENSG00000126215, ENSG00000184916, ENSG00000103995, ENSG00000138587, ENSG00000137807, ENSG00000128944, ENSG00000174442, ENSG00000166501, ENSG00000079616, ENSG00000091651, ENSG00000181938, ENSG00000168411, ENSG00000166451, ENSG00000167513, ENSG00000187741, ENSG00000176390, ENSG00000131462, ENSG00000131470, ENSG00000012048, ENSG00000176890, ENSG00000131351, ENSG00000105486, ENSG00000167670, ENSG00000160014, ENSG00000062822, ENSG00000108106, ENSG00000080839, ENSG00000149636, ENSG00000196074, ENSG00000101224, ENSG00000132646, ENSG00000125885, ENSG00000101412, ENSG00000087586, ENSG00000159055, ENSG00000159259
GO:0005694	chromosome	1.87869405253196e-18	7.58579084531354e-15	833	74	ENSG00000075945, ENSG00000132780, ENSG00000118655, ENSG00000184270, ENSG00000143401, ENSG00000120334, ENSG00000076003, ENSG00000051341, ENSG00000163918, ENSG00000113810, ENSG00000164109, ENSG00000164032, ENSG00000133302, ENSG00000123219, ENSG00000146143, ENSG00000146263, ENSG00000197061, ENSG00000158373, ENSG00000124575, ENSG00000124635, ENSG00000185130, ENSG00000031691, ENSG00000112118, ENSG00000049541, ENSG00000106462, ENSG00000132436, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000188312, ENSG00000136824, ENSG00000102384, ENSG00000101945, ENSG00000198157, ENSG00000147274, ENSG00000029993, ENSG00000152455, ENSG00000151503, ENSG00000166801, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000188486, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000197837, ENSG00000013573, ENSG00000198056, ENSG00000111445, ENSG00000177084, ENSG00000189403, ENSG00000133119, ENSG00000198554, ENSG00000126215, ENSG00000128944, ENSG00000174442, ENSG00000079616, ENSG00000091651, ENSG00000168411, ENSG00000166451, ENSG00000131462, ENSG00000012048, ENSG00000154920, ENSG00000167670, ENSG00000062822, ENSG00000149636, ENSG00000196074, ENSG00000132646, ENSG00000101412, ENSG00000087586, ENSG00000159055, ENSG00000159259
GO:0044427	chromosomal part	1.97446532601828e-17	6.64374674449717e-14	738	67	ENSG00000132780, ENSG00000118655, ENSG00000184270, ENSG00000143401, ENSG00000120334, ENSG00000076003, ENSG00000163918, ENSG00000113810, ENSG00000164109, ENSG00000164032, ENSG00000133302, ENSG00000123219, ENSG00000146143, ENSG00000146263, ENSG00000197061, ENSG00000158373, ENSG00000124575, ENSG00000124635, ENSG00000185130, ENSG00000031691, ENSG00000112118, ENSG00000049541, ENSG00000106462, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000188312, ENSG00000136824, ENSG00000102384, ENSG00000101945, ENSG00000198157, ENSG00000147274, ENSG00000152455, ENSG00000151503, ENSG00000166801, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000188486, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000197837, ENSG00000013573, ENSG00000198056, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000198554, ENSG00000126215, ENSG00000128944, ENSG00000174442, ENSG00000079616, ENSG00000091651, ENSG00000168411, ENSG00000166451, ENSG00000154920, ENSG00000167670, ENSG00000062822, ENSG00000149636, ENSG00000196074, ENSG00000132646, ENSG00000101412, ENSG00000087586, ENSG00000159055, ENSG00000159259
GO:0022402	cell cycle process	9.04871120461139e-17	2.60977757871285e-13	1341	95	ENSG00000077157, ENSG00000122483, ENSG00000121957, ENSG00000123473, ENSG00000156876, ENSG00000134222, ENSG00000118655, ENSG00000132688, ENSG00000143933, ENSG00000076003, ENSG00000124006, ENSG00000114346, ENSG00000163918, ENSG00000164045, ENSG00000113810, ENSG00000174799, ENSG00000164109, ENSG00000112877, ENSG00000133302, ENSG00000146143, ENSG00000196230, ENSG00000112118, ENSG00000155561, ENSG00000049541, ENSG00000106462, ENSG00000146918, ENSG00000006634, ENSG00000166508, ENSG00000197275, ENSG00000104738, ENSG00000172167, ENSG00000133739, ENSG00000164949, ENSG00000119397, ENSG00000221829, ENSG00000123975, ENSG00000136824, ENSG00000188229, ENSG00000198157, ENSG00000165996, ENSG00000120539, ENSG00000138346, ENSG00000151503, ENSG00000166483, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000188486, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000013573, ENSG00000161800, ENSG00000198056, ENSG00000127337, ENSG00000165891, ENSG00000139354, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000151849, ENSG00000133101, ENSG00000136108, ENSG00000136122, ENSG00000187790, ENSG00000100526, ENSG00000126215, ENSG00000103995, ENSG00000137807, ENSG00000128944, ENSG00000174442, ENSG00000166501, ENSG00000079616, ENSG00000091651, ENSG00000168411, ENSG00000167513, ENSG00000187741, ENSG00000176390, ENSG00000131462, ENSG00000012048, ENSG00000176890, ENSG00000131351, ENSG00000105486, ENSG00000160014, ENSG00000062822, ENSG00000108106, ENSG00000149636, ENSG00000196074, ENSG00000101224, ENSG00000132646, ENSG00000125885, ENSG00000101412, ENSG00000087586, ENSG00000159055
GO:0006261	DNA-dependent DNA replication	2.63951227402875e-16	6.6611391625458e-13	123	27	ENSG00000076003, ENSG00000051341, ENSG00000163918, ENSG00000146143, ENSG00000146263, ENSG00000112118, ENSG00000049541, ENSG00000166508, ENSG00000104738, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000123374, ENSG00000198056, ENSG00000165891, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000187790, ENSG00000091651, ENSG00000181938, ENSG00000167513, ENSG00000105486, ENSG00000104889, ENSG00000062822, ENSG00000132646, ENSG00000125885
GO:1903047	mitotic cell cycle process	1.49658951491865e-15	3.3571828574103e-12	883	71	ENSG00000077157, ENSG00000121957, ENSG00000123473, ENSG00000134222, ENSG00000132688, ENSG00000076003, ENSG00000124006, ENSG00000164045, ENSG00000113810, ENSG00000174799, ENSG00000164109, ENSG00000112877, ENSG00000133302, ENSG00000146143, ENSG00000196230, ENSG00000112118, ENSG00000155561, ENSG00000106462, ENSG00000146918, ENSG00000006634, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000133739, ENSG00000164949, ENSG00000119397, ENSG00000136824, ENSG00000188229, ENSG00000165996, ENSG00000120539, ENSG00000151503, ENSG00000166483, ENSG00000149503, ENSG00000014138, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000161800, ENSG00000198056, ENSG00000127337, ENSG00000165891, ENSG00000177084, ENSG00000151849, ENSG00000133101, ENSG00000136108, ENSG00000136122, ENSG00000100526, ENSG00000126215, ENSG00000103995, ENSG00000137807, ENSG00000128944, ENSG00000174442, ENSG00000166501, ENSG00000079616, ENSG00000091651, ENSG00000168411, ENSG00000167513, ENSG00000176390, ENSG00000131462, ENSG00000176890, ENSG00000131351, ENSG00000105486, ENSG00000108106, ENSG00000149636, ENSG00000101224, ENSG00000132646, ENSG00000125885, ENSG00000101412, ENSG00000087586, ENSG00000159055
GO:0006260	DNA replication	2.34425952315706e-15	4.73282555130179e-12	304	40	ENSG00000132780, ENSG00000076003, ENSG00000051341, ENSG00000163918, ENSG00000164045, ENSG00000146143, ENSG00000146263, ENSG00000112312, ENSG00000112118, ENSG00000049541, ENSG00000006634, ENSG00000166508, ENSG00000104738, ENSG00000160957, ENSG00000138346, ENSG00000167325, ENSG00000166801, ENSG00000168496, ENSG00000014138, ENSG00000149554, ENSG00000123374, ENSG00000198056, ENSG00000165891, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000187790, ENSG00000128951, ENSG00000091651, ENSG00000181938, ENSG00000167513, ENSG00000141499, ENSG00000012048, ENSG00000105486, ENSG00000167670, ENSG00000104889, ENSG00000062822, ENSG00000132646, ENSG00000125885, ENSG00000159259
