GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0030017	sarcomere	9.63116328595919e-16	1.9444355558023e-11	183	29	ENSG00000184588, ENSG00000162614, ENSG00000159173, ENSG00000163431, ENSG00000077522, ENSG00000138100, ENSG00000115641, ENSG00000183091, ENSG00000153820, ENSG00000183873, ENSG00000114854, ENSG00000163380, ENSG00000154556, ENSG00000172403, ENSG00000164309, ENSG00000106631, ENSG00000029534, ENSG00000091482, ENSG00000147166, ENSG00000122367, ENSG00000138347, ENSG00000134571, ENSG00000151067, ENSG00000069431, ENSG00000198812, ENSG00000159251, ENSG00000198336, ENSG00000101605, ENSG00000149596
GO:0043292	contractile fiber	3.32758892441532e-15	3.35903463975104e-11	219	31	ENSG00000184588, ENSG00000162614, ENSG00000178104, ENSG00000159173, ENSG00000163431, ENSG00000077522, ENSG00000138100, ENSG00000115641, ENSG00000183091, ENSG00000153820, ENSG00000183873, ENSG00000114854, ENSG00000163380, ENSG00000154556, ENSG00000172403, ENSG00000164309, ENSG00000152661, ENSG00000106631, ENSG00000029534, ENSG00000091482, ENSG00000147166, ENSG00000122367, ENSG00000138347, ENSG00000134571, ENSG00000151067, ENSG00000069431, ENSG00000198812, ENSG00000159251, ENSG00000198336, ENSG00000101605, ENSG00000149596
GO:0006936	muscle contraction	6.20523674062776e-15	3.81291122197654e-11	289	34	ENSG00000184588, ENSG00000116783, ENSG00000198771, ENSG00000158286, ENSG00000159173, ENSG00000163431, ENSG00000163485, ENSG00000077522, ENSG00000183091, ENSG00000183873, ENSG00000114854, ENSG00000163380, ENSG00000164116, ENSG00000164128, ENSG00000186439, ENSG00000152661, ENSG00000198523, ENSG00000164708, ENSG00000106631, ENSG00000105974, ENSG00000091482, ENSG00000072952, ENSG00000248746, ENSG00000134571, ENSG00000149575, ENSG00000151067, ENSG00000198838, ENSG00000159251, ENSG00000141052, ENSG00000182963, ENSG00000198336, ENSG00000123700, ENSG00000101605, ENSG00000104936
GO:0030016	myofibril	7.55443305161532e-15	3.81291122197654e-11	208	30	ENSG00000184588, ENSG00000162614, ENSG00000178104, ENSG00000159173, ENSG00000163431, ENSG00000077522, ENSG00000138100, ENSG00000115641, ENSG00000183091, ENSG00000153820, ENSG00000183873, ENSG00000114854, ENSG00000163380, ENSG00000154556, ENSG00000172403, ENSG00000164309, ENSG00000106631, ENSG00000029534, ENSG00000091482, ENSG00000147166, ENSG00000122367, ENSG00000138347, ENSG00000134571, ENSG00000151067, ENSG00000069431, ENSG00000198812, ENSG00000159251, ENSG00000198336, ENSG00000101605, ENSG00000149596
GO:0003012	muscle system process	1.29497255010318e-14	5.22884016280662e-11	354	37	ENSG00000184588, ENSG00000116783, ENSG00000198771, ENSG00000158286, ENSG00000159173, ENSG00000163431, ENSG00000163485, ENSG00000077522, ENSG00000183091, ENSG00000183873, ENSG00000114854, ENSG00000163380, ENSG00000154556, ENSG00000164116, ENSG00000164128, ENSG00000164309, ENSG00000186439, ENSG00000146147, ENSG00000152661, ENSG00000198523, ENSG00000164708, ENSG00000106631, ENSG00000105974, ENSG00000091482, ENSG00000072952, ENSG00000248746, ENSG00000134571, ENSG00000149575, ENSG00000151067, ENSG00000198838, ENSG00000159251, ENSG00000141052, ENSG00000182963, ENSG00000198336, ENSG00000123700, ENSG00000101605, ENSG00000104936
GO:0044449	contractile fiber part	1.66216979517417e-14	5.59292433246189e-11	201	29	ENSG00000184588, ENSG00000162614, ENSG00000159173, ENSG00000163431, ENSG00000077522, ENSG00000138100, ENSG00000115641, ENSG00000183091, ENSG00000153820, ENSG00000183873, ENSG00000114854, ENSG00000163380, ENSG00000154556, ENSG00000172403, ENSG00000164309, ENSG00000106631, ENSG00000029534, ENSG00000091482, ENSG00000147166, ENSG00000122367, ENSG00000138347, ENSG00000134571, ENSG00000151067, ENSG00000069431, ENSG00000198812, ENSG00000159251, ENSG00000198336, ENSG00000101605, ENSG00000149596
GO:0007507	heart development	7.43672608228592e-13	2.14485804107529e-09	472	43	ENSG00000162614, ENSG00000158286, ENSG00000170989, ENSG00000159173, ENSG00000077522, ENSG00000115641, ENSG00000176887, ENSG00000143867, ENSG00000115593, ENSG00000077092, ENSG00000183873, ENSG00000168334, ENSG00000114854, ENSG00000168779, ENSG00000154556, ENSG00000134853, ENSG00000164128, ENSG00000164107, ENSG00000152661, ENSG00000124766, ENSG00000198523, ENSG00000164442, ENSG00000157240, ENSG00000164741, ENSG00000104313, ENSG00000019549, ENSG00000147050, ENSG00000099250, ENSG00000148926, ENSG00000134571, ENSG00000139174, ENSG00000065361, ENSG00000089225, ENSG00000198812, ENSG00000125378, ENSG00000159251, ENSG00000140795, ENSG00000141052, ENSG00000141736, ENSG00000180340, ENSG00000182963, ENSG00000149596, ENSG00000154734
GO:0006941	striated muscle contraction	9.13841158047505e-12	2.30619239247764e-08	124	20	ENSG00000184588, ENSG00000116783, ENSG00000198771, ENSG00000158286, ENSG00000159173, ENSG00000163485, ENSG00000183873, ENSG00000114854, ENSG00000198523, ENSG00000164708, ENSG00000091482, ENSG00000248746, ENSG00000134571, ENSG00000149575, ENSG00000151067, ENSG00000198838, ENSG00000159251, ENSG00000198336, ENSG00000123700, ENSG00000104936
GO:0006937	regulation of muscle contraction	3.58746087294719e-11	8.04747195154786e-08	155	21	ENSG00000184588, ENSG00000116783, ENSG00000158286, ENSG00000159173, ENSG00000163485, ENSG00000183873, ENSG00000114854, ENSG00000164116, ENSG00000152661, ENSG00000198523, ENSG00000105974, ENSG00000183230, ENSG00000072952, ENSG00000248746, ENSG00000134571, ENSG00000149575, ENSG00000151067, ENSG00000141052, ENSG00000182963, ENSG00000123700, ENSG00000104936
GO:0006942	regulation of striated muscle contraction	5.22690003387401e-11	1.05525884783882e-07	91	17	ENSG00000184588, ENSG00000116783, ENSG00000158286, ENSG00000159173, ENSG00000163485, ENSG00000183873, ENSG00000152661, ENSG00000198523, ENSG00000105974, ENSG00000183230, ENSG00000248746, ENSG00000134571, ENSG00000149575, ENSG00000151067, ENSG00000182963, ENSG00000123700, ENSG00000104936
