GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0031012	extracellular matrix	1.83572494668296e-19	2.4125116577107e-15	428	41	ENSG00000179403, ENSG00000143382, ENSG00000159166, ENSG00000196878, ENSG00000092969, ENSG00000115414, ENSG00000138080, ENSG00000168542, ENSG00000163520, ENSG00000090530, ENSG00000071282, ENSG00000163453, ENSG00000168743, ENSG00000113140, ENSG00000124749, ENSG00000111799, ENSG00000091136, ENSG00000105825, ENSG00000156103, ENSG00000134013, ENSG00000169436, ENSG00000168487, ENSG00000197859, ENSG00000172889, ENSG00000102265, ENSG00000121898, ENSG00000107742, ENSG00000197614, ENSG00000011465, ENSG00000157227, ENSG00000138615, ENSG00000129038, ENSG00000140545, ENSG00000103196, ENSG00000087245, ENSG00000109072, ENSG00000108821, ENSG00000105290, ENSG00000125966, ENSG00000159216, ENSG00000100097
GO:0044421	extracellular region part	2.76128573429138e-19	2.4125116577107e-15	3871	123	ENSG00000143549, ENSG00000117115, ENSG00000142669, ENSG00000162576, ENSG00000179403, ENSG00000175206, ENSG00000155380, ENSG00000116774, ENSG00000143382, ENSG00000197956, ENSG00000188643, ENSG00000143320, ENSG00000183853, ENSG00000158710, ENSG00000159166, ENSG00000159348, ENSG00000196878, ENSG00000092969, ENSG00000150938, ENSG00000115594, ENSG00000135636, ENSG00000115963, ENSG00000153246, ENSG00000081479, ENSG00000115414, ENSG00000138080, ENSG00000115318, ENSG00000118640, ENSG00000162998, ENSG00000168542, ENSG00000115457, ENSG00000127824, ENSG00000175084, ENSG00000163520, ENSG00000090530, ENSG00000071282, ENSG00000114378, ENSG00000163898, ENSG00000163453, ENSG00000168743, ENSG00000205403, ENSG00000113657, ENSG00000164176, ENSG00000173221, ENSG00000113070, ENSG00000112936, ENSG00000113721, ENSG00000113140, ENSG00000146122, ENSG00000124749, ENSG00000111799, ENSG00000021355, ENSG00000204525, ENSG00000244731, ENSG00000224389, ENSG00000146592, ENSG00000091136, ENSG00000105825, ENSG00000106484, ENSG00000085662, ENSG00000156103, ENSG00000134013, ENSG00000205038, ENSG00000169436, ENSG00000168487, ENSG00000106688, ENSG00000122694, ENSG00000135046, ENSG00000197859, ENSG00000172889, ENSG00000197191, ENSG00000069535, ENSG00000102265, ENSG00000138119, ENSG00000138131, ENSG00000121898, ENSG00000107742, ENSG00000173267, ENSG00000150687, ENSG00000137642, ENSG00000173432, ENSG00000026508, ENSG00000254986, ENSG00000118137, ENSG00000076706, ENSG00000184613, ENSG00000159403, ENSG00000018236, ENSG00000111057, ENSG00000111640, ENSG00000059804, ENSG00000197614, ENSG00000170421, ENSG00000167779, ENSG00000011465, ENSG00000126803, ENSG00000139998, ENSG00000166165, ENSG00000138615, ENSG00000129038, ENSG00000140545, ENSG00000140945, ENSG00000103196, ENSG00000087245, ENSG00000006210, ENSG00000013364, ENSG00000108515, ENSG00000072210, ENSG00000109072, ENSG00000171345, ENSG00000108821, ENSG00000158270, ENSG00000104823, ENSG00000070404, ENSG00000167460, ENSG00000105290, ENSG00000126458, ENSG00000125966, ENSG00000178726, ENSG00000101000, ENSG00000159216, ENSG00000240972, ENSG00000100097
GO:0005576	extracellular region	3.58489027348165e-19	2.4125116577107e-15	4610	135	ENSG00000143549, ENSG00000117115, ENSG00000142669, ENSG00000162576, ENSG00000179403, ENSG00000175206, ENSG00000155380, ENSG00000116774, ENSG00000143382, ENSG00000197956, ENSG00000188643, ENSG00000143320, ENSG00000183853, ENSG00000158710, ENSG00000159166, ENSG00000159348, ENSG00000196878, ENSG00000092969, ENSG00000150938, ENSG00000115594, ENSG00000135636, ENSG00000115963, ENSG00000153246, ENSG00000081479, ENSG00000115414, ENSG00000138080, ENSG00000115318, ENSG00000118640, ENSG00000162998, ENSG00000168542, ENSG00000115457, ENSG00000127824, ENSG00000175084, ENSG00000163520, ENSG00000090530, ENSG00000196083, ENSG00000071282, ENSG00000114378, ENSG00000163898, ENSG00000163453, ENSG00000168743, ENSG00000170801, ENSG00000205403, ENSG00000113657, ENSG00000164176, ENSG00000173221, ENSG00000113070, ENSG00000112936, ENSG00000113721, ENSG00000113140, ENSG00000146122, ENSG00000124749, ENSG00000111799, ENSG00000053328, ENSG00000021355, ENSG00000204525, ENSG00000244731, ENSG00000224389, ENSG00000146592, ENSG00000091136, ENSG00000105825, ENSG00000106484, ENSG00000085662, ENSG00000156103, ENSG00000134013, ENSG00000205038, ENSG00000169436, ENSG00000104213, ENSG00000168487, ENSG00000182752, ENSG00000106688, ENSG00000122694, ENSG00000135046, ENSG00000197859, ENSG00000172889, ENSG00000197191, ENSG00000069535, ENSG00000205542, ENSG00000102265, ENSG00000138119, ENSG00000138131, ENSG00000121898, ENSG00000107742, ENSG00000173267, ENSG00000150687, ENSG00000137642, ENSG00000173432, ENSG00000026508, ENSG00000254986, ENSG00000118137, ENSG00000076706, ENSG00000184613, ENSG00000159403, ENSG00000018236, ENSG00000111057, ENSG00000111640, ENSG00000059804, ENSG00000197614, ENSG00000170421, ENSG00000167779, ENSG00000011465, ENSG00000126803, ENSG00000139998, ENSG00000166165, ENSG00000138615, ENSG00000129038, ENSG00000197696, ENSG00000140545, ENSG00000150394, ENSG00000140945, ENSG00000103196, ENSG00000087245, ENSG00000006210, ENSG00000172382, ENSG00000013364, ENSG00000157350, ENSG00000108515, ENSG00000072210, ENSG00000109072, ENSG00000171345, ENSG00000108821, ENSG00000158270, ENSG00000104823, ENSG00000070404, ENSG00000167460, ENSG00000105290, ENSG00000225950, ENSG00000126458, ENSG00000125966, ENSG00000101384, ENSG00000178726, ENSG00000101000, ENSG00000159216, ENSG00000240972, ENSG00000100097
GO:0005578	proteinaceous extracellular matrix	1.60740871885165e-15	8.11299365622399e-12	365	34	ENSG00000179403, ENSG00000143382, ENSG00000159166, ENSG00000196878, ENSG00000115414, ENSG00000138080, ENSG00000168542, ENSG00000163520, ENSG00000090530, ENSG00000168743, ENSG00000113140, ENSG00000124749, ENSG00000111799, ENSG00000091136, ENSG00000105825, ENSG00000156103, ENSG00000134013, ENSG00000169436, ENSG00000168487, ENSG00000197859, ENSG00000102265, ENSG00000107742, ENSG00000197614, ENSG00000011465, ENSG00000138615, ENSG00000129038, ENSG00000103196, ENSG00000087245, ENSG00000109072, ENSG00000108821, ENSG00000105290, ENSG00000125966, ENSG00000159216, ENSG00000100097
GO:0030198	extracellular matrix organization	5.20198642923795e-14	1.91666240798359e-10	419	34	ENSG00000163435, ENSG00000179403, ENSG00000143382, ENSG00000196878, ENSG00000092969, ENSG00000115414, ENSG00000138080, ENSG00000168542, ENSG00000163520, ENSG00000090530, ENSG00000144824, ENSG00000168743, ENSG00000164171, ENSG00000113140, ENSG00000124749, ENSG00000111799, ENSG00000091136, ENSG00000156103, ENSG00000134013, ENSG00000169436, ENSG00000168487, ENSG00000102265, ENSG00000107742, ENSG00000026508, ENSG00000197614, ENSG00000011465, ENSG00000157227, ENSG00000137809, ENSG00000129038, ENSG00000103196, ENSG00000087245, ENSG00000109072, ENSG00000108821, ENSG00000125398
GO:0043062	extracellular structure organization	5.69615852588119e-14	1.91666240798359e-10	420	34	ENSG00000163435, ENSG00000179403, ENSG00000143382, ENSG00000196878, ENSG00000092969, ENSG00000115414, ENSG00000138080, ENSG00000168542, ENSG00000163520, ENSG00000090530, ENSG00000144824, ENSG00000168743, ENSG00000164171, ENSG00000113140, ENSG00000124749, ENSG00000111799, ENSG00000091136, ENSG00000156103, ENSG00000134013, ENSG00000169436, ENSG00000168487, ENSG00000102265, ENSG00000107742, ENSG00000026508, ENSG00000197614, ENSG00000011465, ENSG00000157227, ENSG00000137809, ENSG00000129038, ENSG00000103196, ENSG00000087245, ENSG00000109072, ENSG00000108821, ENSG00000125398
GO:0005615	extracellular space	1.5694447888497e-12	4.52650297744094e-09	1364	54	ENSG00000179403, ENSG00000175206, ENSG00000092969, ENSG00000115594, ENSG00000115414, ENSG00000115318, ENSG00000162998, ENSG00000168542, ENSG00000115457, ENSG00000071282, ENSG00000114378, ENSG00000163898, ENSG00000163453, ENSG00000205403, ENSG00000113657, ENSG00000113070, ENSG00000113140, ENSG00000111799, ENSG00000021355, ENSG00000244731, ENSG00000224389, ENSG00000091136, ENSG00000085662, ENSG00000134013, ENSG00000205038, ENSG00000168487, ENSG00000135046, ENSG00000172889, ENSG00000102265, ENSG00000138131, ENSG00000121898, ENSG00000137642, ENSG00000173432, ENSG00000118137, ENSG00000076706, ENSG00000184613, ENSG00000159403, ENSG00000167779, ENSG00000011465, ENSG00000126803, ENSG00000166165, ENSG00000138615, ENSG00000129038, ENSG00000140545, ENSG00000140945, ENSG00000087245, ENSG00000006210, ENSG00000108515, ENSG00000109072, ENSG00000108821, ENSG00000070404, ENSG00000178726, ENSG00000240972, ENSG00000100097
GO:0044699	single-organism process	3.02213758869737e-12	7.6267419722764e-09	13829	261	ENSG00000143549, ENSG00000117115, ENSG00000142669, ENSG00000143318, ENSG00000143179, ENSG00000081248, ENSG00000163435, ENSG00000143507, ENSG00000162576, ENSG00000179403, ENSG00000175206, ENSG00000162493, ENSG00000177606, ENSG00000156869, ENSG00000155380, ENSG00000116774, ENSG00000143382, ENSG00000143384, ENSG00000213190, ENSG00000197956, ENSG00000196754, ENSG00000143595, ENSG00000143320, ENSG00000183853, ENSG00000158710, ENSG00000162734, ENSG00000116741, ENSG00000159348, ENSG00000196878, ENSG00000092969, ENSG00000150938, ENSG00000115594, ENSG00000163803, ENSG00000135636, ENSG00000115525, ENSG00000115963, ENSG00000153246, ENSG00000081479, ENSG00000064012, ENSG00000115414, ENSG00000153823, ENSG00000067066, ENSG00000138080, ENSG00000003137, ENSG00000115318, ENSG00000118640, ENSG00000136542, ENSG00000162998, ENSG00000168542, ENSG00000003400, ENSG00000115457, ENSG00000127824, ENSG00000054356, ENSG00000175084, ENSG00000163520, ENSG00000085276, ENSG00000090530, ENSG00000163681, ENSG00000144824, ENSG00000091972, ENSG00000196083, ENSG00000071282, ENSG00000172936, ENSG00000114378, ENSG00000138496, ENSG00000114631, ENSG00000163898, ENSG00000072832, ENSG00000171476, ENSG00000163453, ENSG00000145284, ENSG00000138696, ENSG00000168743, ENSG00000164023, ENSG00000138735, ENSG00000169026, ENSG00000170801, ENSG00000205403, ENSG00000154553, ENSG00000170214, ENSG00000113657, ENSG00000145934, ENSG00000164171, ENSG00000164176, ENSG00000173221, ENSG00000198108, ENSG00000113070, ENSG00000112936, ENSG00000113721, ENSG00000113140, ENSG00000146122, ENSG00000146376, ENSG00000124749, ENSG00000111799, ENSG00000230873, ENSG00000204655, ENSG00000204644, ENSG00000204525, ENSG00000244731, ENSG00000224389, ENSG00000131019, ENSG00000048052, ENSG00000091136, ENSG00000106080, ENSG00000105825, ENSG00000087077, ENSG00000085662, ENSG00000197993, ENSG00000106565, ENSG00000002933, ENSG00000156103, ENSG00000134013, ENSG00000137571, ENSG00000169436, ENSG00000104213, ENSG00000168487, ENSG00000168490, ENSG00000173530, ENSG00000104435, ENSG00000155090, ENSG00000155096, ENSG00000123453, ENSG00000106688, ENSG00000147883, ENSG00000165272, ENSG00000122694, ENSG00000135046, ENSG00000119408, ENSG00000175287, ENSG00000197859, ENSG00000172889, ENSG00000022267, ENSG00000147041, ENSG00000069535, ENSG00000205542, ENSG00000102265, ENSG00000072422, ENSG00000107738, ENSG00000138119, ENSG00000138193, ENSG00000138131, ENSG00000107742, ENSG00000173267, ENSG00000166171, ENSG00000138166, ENSG00000148908, ENSG00000133808, ENSG00000157570, ENSG00000175274, ENSG00000162241, ENSG00000166741, ENSG00000137642, ENSG00000173432, ENSG00000026508, ENSG00000175564, ENSG00000137507, ENSG00000118137, ENSG00000177098, ENSG00000076706, ENSG00000184613, ENSG00000159403, ENSG00000057294, ENSG00000151229, ENSG00000018236, ENSG00000111057, ENSG00000135643, ENSG00000151572, ENSG00000135116, ENSG00000111640, ENSG00000250510, ENSG00000059804, ENSG00000197614, ENSG00000170421, ENSG00000167779, ENSG00000240771, ENSG00000135454, ENSG00000011465, ENSG00000111245, ENSG00000150967, ENSG00000132932, ENSG00000133083, ENSG00000102683, ENSG00000133107, ENSG00000120675, ENSG00000180730, ENSG00000139926, ENSG00000165617, ENSG00000157227, ENSG00000179841, ENSG00000126803, ENSG00000139998, ENSG00000198208, ENSG00000170345, ENSG00000166165, ENSG00000137809, ENSG00000183324, ENSG00000138615, ENSG00000129038, ENSG00000140459, ENSG00000197696, ENSG00000140545, ENSG00000150394, ENSG00000140945, ENSG00000103196, ENSG00000087245, ENSG00000006210, ENSG00000062038, ENSG00000184697, ENSG00000197165, ENSG00000196502, ENSG00000013364, ENSG00000157350, ENSG00000172137, ENSG00000108405, ENSG00000007237, ENSG00000083454, ENSG00000108515, ENSG00000072210, ENSG00000109072, ENSG00000108576, ENSG00000171345, ENSG00000108309, ENSG00000108821, ENSG00000108387, ENSG00000125398, ENSG00000092929, ENSG00000161544, ENSG00000154856, ENSG00000158270, ENSG00000101638, ENSG00000104823, ENSG00000169169, ENSG00000070404, ENSG00000171017, ENSG00000130176, ENSG00000167460, ENSG00000105290, ENSG00000099337, ENSG00000105419, ENSG00000225950, ENSG00000104848, ENSG00000126458, ENSG00000129991, ENSG00000132639, ENSG00000101463, ENSG00000125966, ENSG00000101098, ENSG00000124225, ENSG00000101384, ENSG00000178726, ENSG00000101000, ENSG00000197457, ENSG00000156299, ENSG00000159216, ENSG00000154645, ENSG00000099957, ENSG00000240972, ENSG00000100097, ENSG00000168135, ENSG00000100196, ENSG00000179750
GO:0043230	extracellular organelle	1.93885208678224e-11	3.91434847800467e-08	2869	86	ENSG00000143549, ENSG00000117115, ENSG00000142669, ENSG00000162576, ENSG00000179403, ENSG00000155380, ENSG00000116774, ENSG00000197956, ENSG00000188643, ENSG00000143320, ENSG00000183853, ENSG00000158710, ENSG00000159166, ENSG00000159348, ENSG00000150938, ENSG00000135636, ENSG00000115963, ENSG00000153246, ENSG00000081479, ENSG00000115414, ENSG00000138080, ENSG00000118640, ENSG00000115457, ENSG00000127824, ENSG00000175084, ENSG00000163520, ENSG00000114378, ENSG00000163453, ENSG00000168743, ENSG00000205403, ENSG00000164176, ENSG00000173221, ENSG00000112936, ENSG00000113721, ENSG00000146122, ENSG00000111799, ENSG00000021355, ENSG00000204525, ENSG00000244731, ENSG00000224389, ENSG00000146592, ENSG00000091136, ENSG00000106484, ENSG00000085662, ENSG00000106688, ENSG00000122694, ENSG00000135046, ENSG00000197191, ENSG00000069535, ENSG00000102265, ENSG00000138119, ENSG00000138131, ENSG00000173267, ENSG00000150687, ENSG00000137642, ENSG00000173432, ENSG00000026508, ENSG00000254986, ENSG00000118137, ENSG00000159403, ENSG00000018236, ENSG00000111057, ENSG00000111640, ENSG00000059804, ENSG00000170421, ENSG00000167779, ENSG00000126803, ENSG00000139998, ENSG00000166165, ENSG00000138615, ENSG00000140545, ENSG00000140945, ENSG00000103196, ENSG00000013364, ENSG00000108515, ENSG00000072210, ENSG00000109072, ENSG00000171345, ENSG00000158270, ENSG00000104823, ENSG00000167460, ENSG00000126458, ENSG00000125966, ENSG00000101000, ENSG00000240972, ENSG00000100097
GO:1903561	extracellular vesicle	1.93885208678224e-11	3.91434847800467e-08	2869	86	ENSG00000143549, ENSG00000117115, ENSG00000142669, ENSG00000162576, ENSG00000179403, ENSG00000155380, ENSG00000116774, ENSG00000197956, ENSG00000188643, ENSG00000143320, ENSG00000183853, ENSG00000158710, ENSG00000159166, ENSG00000159348, ENSG00000150938, ENSG00000135636, ENSG00000115963, ENSG00000153246, ENSG00000081479, ENSG00000115414, ENSG00000138080, ENSG00000118640, ENSG00000115457, ENSG00000127824, ENSG00000175084, ENSG00000163520, ENSG00000114378, ENSG00000163453, ENSG00000168743, ENSG00000205403, ENSG00000164176, ENSG00000173221, ENSG00000112936, ENSG00000113721, ENSG00000146122, ENSG00000111799, ENSG00000021355, ENSG00000204525, ENSG00000244731, ENSG00000224389, ENSG00000146592, ENSG00000091136, ENSG00000106484, ENSG00000085662, ENSG00000106688, ENSG00000122694, ENSG00000135046, ENSG00000197191, ENSG00000069535, ENSG00000102265, ENSG00000138119, ENSG00000138131, ENSG00000173267, ENSG00000150687, ENSG00000137642, ENSG00000173432, ENSG00000026508, ENSG00000254986, ENSG00000118137, ENSG00000159403, ENSG00000018236, ENSG00000111057, ENSG00000111640, ENSG00000059804, ENSG00000170421, ENSG00000167779, ENSG00000126803, ENSG00000139998, ENSG00000166165, ENSG00000138615, ENSG00000140545, ENSG00000140945, ENSG00000103196, ENSG00000013364, ENSG00000108515, ENSG00000072210, ENSG00000109072, ENSG00000171345, ENSG00000158270, ENSG00000104823, ENSG00000167460, ENSG00000126458, ENSG00000125966, ENSG00000101000, ENSG00000240972, ENSG00000100097
